Name,Category,Topics,Text,Content Warning
Sasya,Transportation,Motorcycles,"Growing up without much money (Swordfighting, music and computer work in a small town collectively pay very little), I turned to motorcycles from an early age. Also, I like them better than cars. I've been riding—and combat commuting—since I was about 17, and have done some pretty fun stuff on two wheels, including a 46-hour coast-to-coast ride in ~20F temps in the middle of winter. (And riding through all manners of ice and snow on the way back). My experience is with sportbikes and sport-touring bikes, as well as a bit of racing experience.",no
Sasya,Transportation,Sailing,"I sailed and raced sailboats for years (Merit 24, J/24, and J/109 mostly). Usually worked foredeck. Have often considered living on a boat, and may in the future.",no
Sasya,Locations,Swamp; Florida,"I grew up out in the swamps of northwest Florida, and used to go out for days—sometimes weeks—at a time camping by myself, living off the land, with a sword, a backpack full of books, and some basic tools. When I was 13-16. Can you imagine parents letting their kids do that today? But I digress. Anyway, the swamp was my home and its sounds, systems, scents, denizens, moods and motion I can always help with. (Though every swamp is vastly different from every other swamp! Big water river swamps can be pretty terrifying even to someone intimately familiar with backwater bayous when the rain comes.)",no
Sasya,Locations,American South,"If you use the word ""Yall"" (or ""Y'all"", if you insist) as a singular, I won't be kind.",no
Sasya,Work and Employment,Systems Administration; Cloud Computing,"Wait, what? Ok, so here's the thing. I grew up poor. All I ever wanted to be was a pilot. Swordfighting and music are notably unreliable methods of making enough money for flight training, and after I finished my private pilot's license I ran completely out of money. I was able to do one flight between when I finished my license and when I left Florida. What does a seventeen-year-old swamprat swordfighting seventh-grade-dropout musician from the Florida swamp do to earn money? Why move to the Bay Area of California and get a job as a unix systems administrator in the tech industry, of course. That progressed over the course of my career to unix systems architect to the nebulous 'cloud systems architect' title I finished my career with almost twenty years later.  My strongest area of expertise, sadly, and the career that has made me more money than I'll ever come close to seeing again.  If you don't cringe at the scene in Jurassic Park where she says ""It's a Unix system!  I know this."", then please give me a poke before you decide to write a scene about your clever hacker wtfpwning a system.  I might just be able to suggest an exploit that will give your book some tech cred among discriminating readers rather than a hackneyed cliché that will alienate your tech-savvy readers.",no
Sasya,History,American Civil War; Reenactment,"Oh yeah. I was also a civil war re-enactor in my swordfighting days. Artillery and infantry, and occasionally dismounted cavalry... which is pretty much yellow-trimmed infantry with revolvers or carbines. North and south. I got really into it for a long time, did a lot of living histories, etc.. Probably not the most popular genre in furry fiction, but ... just in case...",no
Sasya,History,World War II,"Did I ever mention that I read a lot as a kid? Fiction, science fiction, non-fiction, historical fiction... but one of my biggest guilty pleasures was reading WWII blow-by-blow accounts of the naval battles when I was in the single digits. (Which is why I could tell the history teacher she was absolutely wrong, which is why (among other reasons) I left school in the 7th grade... oh well!) At any rate, that progressed to reading about aviation, US fleet sub operations, U-boats and tech, and ... well, a whole lot more about aviation.  Asking me about WWII infantry won't yield much beyond the basics, but ask me about the difference between USS Darter and USS Baleo and watch my eyes light up.  ~.^",no
Sasya,Hobbies,Diving,"This is only an afterthought. I'm sure there are many who know the subject better than I do, but for a while as a kid I thought I wanted to be a marine biologist and study cetaceans... so I managed to volunteer for some marine research positions, some of which involved diving. I haven't done a lot of it, and when I moved out to California I did five or six dives before deciding that the water was just too dang cold. I live in Alaska now, so... but I can help with obvious errors, and—as with some of the things above—I'm equipped to possibly research things a little more quickly than some might.",no
Sasya,Sex and Sexuality,Misc.,"I'm a fox. Pick something at random off the list and I've almost certainly done it. I'm not sure how that can be useful, but I've seen others list it as an area of expertise, so...",no
Bahumant,Health,First Aid,"I've previously been an accredited Saint John Ambulance first aid instructor, and I taught professionally for a number of years. I can help you work out factual, accurate uses of first aid, and determine what would be first aid level help and what would be paramedical level help. (A lot of stories conflate these...)",no
Bahumant,Safety,Occupational,"I'm an OH&S professional and technical writer, and I've participated in on-site inspections, accident investigations, written reports, etc. I can give you a pretty good idea of what would pass and not pass on a jobsite, and help you grasp the realistic failures (and surprising successes) of safety culture on a modern jobsite.",no
Bahumant,Kink and Fetish,BDSM,"Been active in my local community for over a decade, have participated in and led workshops, and spent years as a leader for my local city's largest kink group.",no
Bahumant,hobbies,Hunting,"(Modern). Lots of for-food hunters in my family, lots of hunting trips in the warm canadian autumns and cold canadian winters.",no
Bahumant,Parenting,Misc.,"I'm a father of three children. Need help realistically writing young children's reactions to events, I'm happy to contribute.",no
Bahumant,Advertising,Google; Misc.,I've set this up for a number of companies. Want to advertise on Google? I can get you started.,no
Bahumant,Nationalities,Thailand,I spent a good chunk of my childhood living on Phuket island. Need to know what a monsoon rain is really like? Just how incredibly green a real rainforest is? (Painfully green.) What long-distance running in tropical weather is like? I'm your guy.,no
sigmaechos,Agriculture,Farming; Misc.; Business,"I come from a family that's been farming in southeast Michigan for nearly 200 years, as well as being a student of Agricultural Business Management at Michigan State University with minors in Environmental Studies and Sustainable Food Systems. I'm fluent in a lot of the practices, technologies, and cultures that's accompanied the industry from the 1800s onward, as well as the interesting conditions and possible futures of the business, especially in the fields of sustainability and, to an extent, biotech.",no
sigmaechos,Work and Employment,Family Business,"As I said earlier, I come from a farming family, which also means a business family. I'm in the unique (and often deplorable) position of being considered an heir to the business. This life also means that I'm not technically bound or even protected in some cases by labor laws, usually by socially-imposed restraints. It's a very interesting scenario from the outside, I'd assume.",no
sigmaechos,Living Situations,Dormitories; College,"As someone who's ""lived on"" for one and a half years and counting, I can tell you for certain that it's a strange affair. I'll leave it at that for now. XD",no
sigmaechos,Mental Health,Shared Delusional Episode,"This one comes from personal experience, followed by research on the psychological curiosity after the fact.",no
sigmaechos,Mental Health,Suicide; Interventions,"I've had the displeasure of having a few people very close to me come very close to losing their battles with clinical depression. If you need to write a character who is trying to stop an attempt through just talking, or even has to personally intervene, I'm sure I could help. I've experienced a fair bit on the subject.",no
sigmaechos,Hobbies,Hunting,"I've gone on many a hunting trip in Northern Michigan. While mainly for deer, I've also been involved with hunts for bear and elk, as well as how you might trap animals differently depending on what you want to attract. I also know a bit about the history of hunting in European Cultures and life as a ""mountain man"".",no
sigmaechos,Writing,World-building,"I've spent a long time developing a functional planet for my projects to take place in. While I only have a basic academic background regarding I can help you out with anything ranging from climates to plate tectonics, and also how the geography and climatology of a planet can shape and influence culture or set of cultures through the duration of its existence.",no
sigmaechos,Writing,Scrivener,"I've been using this program for the past few years, especially for NaNoWriMo. If you find yourself using this and could use a few pointers, I can definitely give you a helping hand.",no
MikeT,Biology,Marine Biology,"I've just gotten my PhD in Marine Biology and Ecology, and I know something about the marine environment, from viruses to whales.",no
MikeT,Biology,Microbiology,"My PhD was mostly focused on viral and microbial genomics in the sea, so I can be helpful when it comes down to details regarding sequencing, genetics and the like.",no
MikeT,Visual Art,Illustration,"My father is an illustrator for some important Italian magazines, I've worked with him in the past and now I'm still doing some technical illustrations here and there. I also draw for myself alone, mostly with soft pastels, and I have an intermediate knowledge of such things.",no
MikeT,Nationalities,Italy,"Well, I'm Italian, so if you need any information about my country, feel free to ask.",no
MikeT,Mental Health,Self-Image,"I've had some nasty troubles with my own image of my body and appearance, and so does my girlfriend. I've also tried to raise some awareness on the topic with a couple of personal, furry-related projects which have received a good feedback.",no
Leonego99,Religion,Christianity; Scientology; Raelians; Ancient Astronaut,"I've studied both Eastern and Western Christianity to the 15th century extensively, as well as having a great interest in religious traditions throughout the world. I'm also fascinated by New Religious Movements, e.g., Scientology, Raelians, Ancient Astronaut Theorists, etc.",no
Leonego99,Language and Literature,Classics; Esperanto; Constructed Languages,"I was a Latin and Ancient Greek major in college, and one class away from a German minor. Mi ankau parolas Esperante (I also speak Esperanto), so I'd be happy to take a look at anyone's constructed language for feedback...",no
Leonego99,Language and Literature,Japanese,"I'm self-taught in this area, but I have a great fascination with Japanese culture and know quite a bit about haiku. Or at least what I can gather from translation and English-language studies.",no
Televassi,Hobbies,Diving,"Certified PADI Divemaster, has dived in the UK as well as in Egypt, Thailand and Indonesia. I have pictures of things too, if you want.",no
Televassi,Hobbies,Rock Climbing,"Climbed indoor for 6 years, just climbing outdoors now leading as a trad climber. I also teach people the basics at a local climbing wall, so I can explain the simple skills needed, as well as technique. Indoors I climb at around English Grade 6 and 7. Crimps (thin edges) are my speciality.",no
Televassi,Language and Literature,English,"Will have completed my BA(Hons) Degree in English Literature this year. I've read some medieval and Greek literature, but am more familiar with early modern to modernist literature. Specific modules have been on concepts such as revenge and witchcraft, so I can tell you a lot about the the latter especially.",no
Televassi,Animals,Werewolves,Currently writing my undergraduate dissertation at the University of Exeter on them.,no
Televassi,Nationalities,United Kingdom,I can tell you if the stereotypes are correct.,no
Televassi,Travel,Thailand; Indonesia; Egypt,"Been fortunate to go to Thailand (Phuket, Koh Samui) several times, Indonesia, Egypt.",no
pj wolf,Sport,Football (American); Baseball; Basketball,"I suppose if you wanted to know about Football, Baseball, or Basketball, I could help out with that. Sports and nerdery is a combination that I do not see often, however.",no
Colin Leighton,Animals,Dogs,"I've been involved with the sled dog mushing community in some capacity for around six years and have myself been racing since 2011. In addition to having competed in races of up to 300 miles in length, I also spent a summer working as a dog-handler for a four-time Iditarod champion.",no
Colin Leighton,Animals,Farm Animals,"My mother is a trainer fairly well-known in the western US, primarily of mules, but also of horses and donkeys. I learned to ride as a toddler, have done so fairly regularly ever since, and as a teenager used to win a nice degree of awards in the 4-H horse shows.",no
Colin Leighton,Locations,Alaska,I lived in Alaska for half a year once while working at an Iditarod sled dog kennel and have visited it numerous times otherwise.,no
Colin Leighton,Fictional Lore,A Song of Ice and Fire,"A few users have mentioned fanfiction so I'll include this too - I've read all the George RR Martin's books and am reasonably well versed in the gigantic cast, their individual histories, history of their world, the noble houses, etc.",no
Colin Leighton,Education,Homeschooling,"A few users have mentioned fanfiction so I'll include this too - I've read all the George RR Martin's books and am reasonably well versed in the gigantic cast, their individual histories, history of their world, the noble houses, etc.",no
Colin Leighton,History,World War II; Naval History,"I find the world wars fascinating in general but my study concerning them has focused on the naval aspect, particularly in the Pacific theatre of WWII in 1941-1942. I've got a decent memory for names so I list off pretty much any major capital ship the American and Japanese navies had in the Pacific during my two years of focus, along with a rundown of each particular ship's service history.",no
Colin Leighton,History,Naval History,I have a morbid fascination with shipwrecks and started collecting books relating to them when I was in the second or third grade - my library is pretty extensive by now - with my knowledge thereof particularly concerning both trans-atlantic ocean liners (I've done a great deal of research on the Titanic) and on the maritime history of western North America.,no
Colin Leighton,History,Plymouth Colony,"I doubt this is a topic anyone's writing on, but 8-9 years ago or thereabout I went through a period where for two years I was extremely obsessed with the Mayflower, her passengers, and the original 1620 Plymouth Colony in Massachusetts. If need be I could list every person on the ship from memory along with their occupation, origin, and age at time of the voyage, along with what happened to them in the new world.",no
Archantael,Performance Art,Stage Combat,"I used to teach armed and unarmed stage combat groups at local schools, theatres and community groups in the UK.",no
Archantael,History,Medieval; Combat; Reenactment,"I was a member of a historical reenactment/living history group, and we used to run armed combat displays for the public ranging from the Norman era up to the 1800s. I used short sword, long sword, twin swords, falchions, double-handed swords, spears, spear and shield, daggers, rapiers, rapier and dagger, quarterstaff, axe, axe and shield, cloak and sword, hat and sword, and unarmed. I also have experience wearing full sets of medieval armour in stupid crazy heat, while attacking and defending a castle (but not at the same time).",no
Archantael,War and Fighting,Firearms; Early Firearms,"I had a pair of flintlock pistols that we'd run duelling demonstrations with, and also helped give musket and cannon drills.",no
Archantael,War and Fighting,Archery,"We used to teach archery to kids, as well as run siege archery, shield wall, and competition archery displays.",no
Archantael,Health,Injury; Stabbing,"During one of our practices, a sharp-edged sword went through my right hand, so I can tell you about that if you need it.",no
Archantael,Health,Injury; Broken Bones,"When I was eight, I had a unicameral cyst in my left femur, and on my eighth birthday, I fell over and it shattered. I spent fourteen weeks in a cast, was unable to walk, missed tons of school and only finished getting operations on it when I was sixteen. I'm also likely to need a hip replacement at some point within ten years, so once that happens I'll let you know about that too :p",no
Archantael,Nationalities,United Kingdom; America; Expatriot,"I moved from the UK to the US to live with my wife, and that was a fairly laborious but ultimately rewarding experience. To that end, I can compare notes with people about living here as an English-speaking foreigner. It's not super special, but it's something.",no
Archantael,Music,Soundtracks; Anime,Because I HAVE SO MANY,no
Archantael,Work and Employment,Butchery,"My first job here was in a meat department of a grocery store, where I trained to be a butcher, so I have lots of experience with that, and meat cutting.",no
Archantael,Work and Employment,Medicine; Administration,I worked in lots of different hospital departments as an ad-hoch administrator and receptionist around the South of England,no
Archantael,Work and Employment,Film; Theatre,"I've been lucky to get involved with some great and professional film and theatre shows, although not in major capacities. I got to work with Trevor Nunn, Alice Eve, and Joe Fiennes in a theatre show once. That was awesome. I have also been very embarrassed in front of a celebrity, in a related matter.",no
Altivo,Work and Employment,Librarian,"My major career. I have the degrees and 40+ years in US academic and public libraries. Classification, catalogs, rare books, preservation, reference desks, I've done most of it. Also worked in a library software firm for 6 years, writing instruction manuals and doing quality control testing.",no
Altivo,Social Sciences,Genealogy,"I've done a fair amount of work in this area, working my own families back in some cases all the way to the Middle Ages. Probably not something that will come up in your writing, but if it does I'm here.",no
Altivo,Work and Employment,Veterinarian,"Originally started college in vet medicine, worked in a couple of small animal clinics. Have had many pets, not just the usual dogs and cats, but sheep, horses, fish, reptiles, and birds. Lots of exposure, probably a bit dated information.",no
Altivo,Religion,Christianity; World Religions; Education,"Primarily Episcopalian/Anglican US exposure. I have a degree in Religious Studies (world religions, not just Christian) and attended a ""high church"" seminary (cassocks, gowns, and daily chapel services) for a while.",no
Altivo,Language and Literature,Classics,"Undergraduate prize in Classical and Hellenistic Greek, some basic Latin and Sanskrit. Have also studied Anglo-Saxon and Middle English language and literature.",no
Altivo,Hobbies,Amateur Radio,"Licensed ham for 30+ years. Morse code, radioteletype, digital and computer controlled operations a specialty.",no
Altivo,Music,Organs,"Fan of and amateur player of theatre organs and pipe organs, familiarity with a large repertoire of popular and classical music late 19th through mid-20th centuries.",no
Altivo,Performance Art,Theatre,"Acted, directed, costume design and construction, lighting design and operation, helped manage, ran publicity for a small theatre group in Chicago, late 1970s era, about four years. Back stage unseen stuff about lighting, props, scenery, costumes and interpersonal issues and how you do actual theatre on a shoestring budget. (Was fun, might do again some time.)",no
Chandra al-Alkani,Hobbies,Tabletop Games; Miniatures; Video Games; Board Games,"Tactical miniatures games such as Warmachine and Hordes from Privateer Press; board games such as Power Grid, Ticket to Ride, Arkham Horror, Dungeon!, Risk, Monopoly, &c; video games starting with the Commodore 64/Atari 2600, Nintendo Entertainment System, through modern day. Note that I don't play a lot of FPS/Shooter or Horror games, but I do some MMOs, like World of Warcraft, Final Fantasy XIV, Guild Wars/Guild Wars 2, &c.; pencil and paper games, like Dungeons and Dragons, Shadowrun, and some lesser known ones like Iron Kingdoms, Desolation.",no
Chandra al-Alkani,Religion,Education; Violence,"I have a non-theological degree in Religious Studies from Indiana University. The unofficial focus was religion and violence. My capstone was on defining villains on the basis of Us/Them groups, Agency, and utilizing religious and secular texts to flesh out this definition. I was also raised as a Catholic, but no longer practice. However, I remember a lot of this pretty well.",no
Chandra al-Alkani,Culture,Minority Culture; Latino,"I am a Latino and though I do not carry some/all of the Latino tendencies, some of the major ones I still bear. I can also talk at length about what it's like to be in a principally homogenous geography with a minority culture at the lead and other aspects.",no
Chandra al-Alkani,Computing,Software Development; Storage; Machine Learning,"I have a minor in computer science and still maintain an interest in computing systems, machine learning, system software, software development, and several other technical academic aspects of computing. I am also IBM certified on some midrange storage subsystems and can talk quite a bit on modern storage area networks based on fibre channel. I also know a little bit about Intel hardware, the SPARC platform, mainframes, IBM i/AIX/Linux/BSD and a lot of other information that most people don't really care about when it comes to computers.",no
Chandra al-Alkani,Computing,Hardware,"The more practical and less academic side of Computer Science. This deals with hardware installs, power/cooling, what tape libraries, computers, and SAN storage actually do (and it's not have tape fights with two actuator arms inside of a tape library), and various other practical things.",no
Chandra al-Alkani,Social Sciences,World Views,World view nullification happened to me in middle school; I'm open to talking about it and the emotional impacts it had on me as an adolescent. This also ties in to ...,no
Chandra al-Alkani,Sex and Sexuality,Homosexuality,"Happy to talk about this as well. My perspective on this may be different than may other peoples both because of my age, because of the culture I was raised in, because of my family situation, and because of the time period in which I was born.",no
Chandra al-Alkani,Health,Gout; Arthritis,I am happy to discuss this at length.,no
Chandra al-Alkani,Crime,Kidnapping,"I was almost kidnapped as a child once. A short, but amusing story, which ties into...",no
Chandra al-Alkani,Crime,Drive By Shooting,The people in the situation above being angry about not getting the right person.,no
Chandra al-Alkani,Travel,Getting Lost,I was left behind once on a trip and was blamed for it. Happy to tell the story.,no
Chandra al-Alkani,Living Situations,Homelessness,"I was homeless for a while and lived out of my truck. At some point, I transitioned to couch surfing. I didn't have it as bad as some. I'm okay with talking about it. This was also tied to...",no
Chandra al-Alkani,Work and Employment,Unemployment; Underemployment,Yep. Not making enough money to do much more than pay really basic bills. I'm okay with discussing this experience.,no
Chandra al-Alkani,Living Situations,Running Away,Though it was for a silly reason. Happy to discuss it.,no
Chandra al-Alkani,Mental Health,Deja Vu; Prophetic Dreams,"I hate these, but am happy to talk about my experiences.",no
Chandra al-Alkani,Living Situations,Living Alone,"I've been living on my own for close to nearly 8-9 nears, give or take. I've been ""psychologically alone"" for much longer. Happy to share experiences/insights on this.",no
Chandra al-Alkani,Mental Health,PTSD," I was diagnosed with this in college. Though the ultimate source isn't really well understood, it was a diagnosis. This experience also ties in with experiences in emotional disconnection",no
Chandra al-Alkani,Mental Health,Dissociation; Disconnection or Partitioning,A defensive mechanism I developed when I was going through middle school. It's enabled me to survive for a very long time and I am open to talking about it.,no
Chandra al-Alkani,Mental Health,Cognitive Behavioral Therapy,Mostly as a recipient of. My knowledge on this subject is limited.,no
Chandra al-Alkani,Mental Health,Self-Image; Trust,Can talk about these at length. I have all three.,no
Chandra al-Alkani,Mental Health,Grief; Regret,Suffering from insurmountable grief or regret. I can talk about what this is like/my experiences.,no
Chandra al-Alkani,Mental Health,Shyness,"When it comes to work, I know what to do. When it comes to interacting with people? Not so much. Happy to give examples, discuss.",no
Kyle,Mental Health,Panic Attacks,"Yep, have them. Hate them. If you want, I'll do my best to describe them, and share tips on how I deal with them.",no
Kyle,Mental Health,Depression,"Yep, this too. No suicidal thoughts though, just straight depression.",no
Kyle,Living Situations,Homelessness,"I've almost lived out of a storage locker, while sleeping on friends floors. Filed bankrupt too.",no
Kyle,Parenting,Misc.,"father of 2 (boy and girl), and daughter has a daughter.",no
Kyle,Work and Employment,IT,"I worked at a call center, helping people with there computers for 8 1/2 years. need a good laugh, or pissed customer idea, I can help with that.",no
Kyle,Work and Employment,Unemployment,"Yeah, been there too",no
Kyle,Mental Health,Emotional Breakdown,"that's what gave me depression and panic attacks. another one that's hard to describe, but i'll try.",no
Kyle,Health,Back Problems; Arthritis,"got 3 herniated disks, not much the docs can do about them either. (have some arthritis in my back too so they won't operate.)",no
Kyle,Hobbies,Camping,"camped in everything from a tent(with and without heat) to motor home. I can let you know what you can hear, see, and smell, in almost any kind of weather(even winter).",no
Greyflank,Work and Employment,Facilities,"in a review http://www.locusmag.com/Reviews/2012/08/lois-tilton-reviews-short-fiction-late-august-3/#sh201208 the reviewer says ""I also find it hard to credit that the manager would not be aware of the name of the company working on his building’s HVAC system."" That's actually pretty damn common these days and I can tell you why. In real life, I handle repairs nationally on commission. I sit in a cube in NJ and managers call in problems. I figure how much I'm allowed to spend. And then I spend it. Store managers know only that they've called a repair line. I deal with corporate types, min wage workers, and tradesmen... if you need insight into retail and corporate procedures and repairs, I can help. I can explain purchase orders, work orders, job numbers, mutual clients, 3rd party and 4th party web-sites... and 45 day turn around for payments.",no
Greyflank,Work and Employment,Plumbing; Sewerage,"If you want to know how to make human waste run uphill, I can help you with that. I can also tell you some basic plumbing stuff, from drains to grease-traps, and maybe get you some video of clogged sewer lines. But, pumping human waste uphill is, sadly, one of my specialties. I am also a SME for Backflow Protection Devices, which is all about clean water, so that's not as sexy--",no
Greyflank,Safety,Fire Safety,"Sorry, the science of pyrotechnics is beyond me. But if want to know if a cigarette lighter will really set off the sprinklers (NO), then I can help you with that. I can also explain why Chicago, California, and New York have different kinds of exit signs and why you have to call the Department of Transportation in Times Square to replace a valve, while the same job in Staten Island (the same city officially, but a different county) doesn't need a permit when replacing like for like.",no
Greyflank,Work and Employment,Retail,"I worked RETAIL for years, my pain is your gain.",no
Greyflank,Kink and Fetish,BDSM; Ponyplay; Bondage; Rules,"and generally fetishes of all flavours. I'm a ponyboy wannabe (who can afford all that gear?) and a member of Bondage.com going on twenty years now. I'm a switch, which means that I have my sub moments and my dom moments. I'm big on rules so I tend to include a lot of fetishes under BDSM; especially the socialized sex because they have rules. Clown Sex has rules, for example, so I consider that BDSM. I would not be able to defend that stance in a serious intellectual setting; I just mean to say, ask me anything and I'll try to answer it without much titillation.",no
Greyflank,Work and Employment,Comics,"I've worked in comics and created a few, went to cons, etc. I can explain why an inker isn't a tracer, what the blue lines are for, what's with Jack Kirby and Stan Lee, shed light on obscure Funny Animals, and a few other things I'll enjoyed researching.",no
Greyflank,Work and Employment,Film,"I interned at Troma and was a movie extra in different movies and tv shows (nothing from Troma). I can help with explaining agents, auditions, production, GOBOs, and how to wrangle Kevin the Wonder Duck (keep 4 on hand in case of accidents). I took a lot of working vacations by working on small and student films I discovered on Mandy.com...",no
Greyflank,Food and Drink,Cooking,"I cook at home and volunteer in a kitchen for the poor and needful... I am not a chef, but I get by.",no
Greyflank,Work and Employment,Marketing,"I can research companies and have access to tools that allow me to phish companies. Legally. There's a lot of people who will give up their co-workers phone numbers and emails and ask them nicely. It was a greater skill 10 years ago, but if you wanted to interview someone from a company I might be able to get you their name and number.",no
Mog Moogle,Work and Employment,Police,"I was in Law Enforcement for six years with a specialization in narcotics. From NIKs to jargon, if it's drugs and Law Enforcement, I probably know it. Also to a lesser extent I did a lot of traffic crash investigation. Was involved in one use of force where the subject, (thankfully,) made the right decision at the last moment to save his life. So all the headaches and paperwork of that, I'm familiar with. Very familiar with the court process, and have a 100% conviction rate on every case that went to Grand Jury or trial.",no
Mog Moogle,Transportation,Cars,"I'm an amateur gearhead. I work on cars and race them from time to time. If you don't know the difference between NOS and a Nitrous Oxide system, feel free to ask. ^.^",no
Mog Moogle,Health,First Aid,Fist Aid certified for many years. Well aware of the sound that the sternum cracking makes when you're giving CPR. Combat Lifesaver certification in the Army,no
Mog Moogle,War and Fighting,Army,"Was in an airborne MLRS (Mutiple Launch Rocket System) unit at Fort Bragg. Trained in the first line of Hand-to-Hand combat, certified on the M203 grenade launcher, M249 SAW, M16 (obviously,) Mark 20 and Browning M2. Not terribly up on tech and ROE newer than 2005 though.",no
Mog Moogle,Hobbies,BMX,"If there's one passion I have that I love as much as writing, it's getting on a 20"" bicycle and defying gravity. I ride freestyle street, but rode a lot of vert in Australia. If for some reason you need to know the difference between a Luc-e and an unLuc-e grind, I'm your moogle.",no
Mog Moogle,History,Military,"I love history. I study history a lot. I focus on the American Civil War, (or War of Northern Aggression, as it's known in Dixie.) Related to Robbert E. Lee on my mother's side, had a great great great grandfather in M16th Volunteer Calvary on the father's side. (Still have the pension letter to his widow in a frame at my house. ^.^) I can tell you the difference between the Confederate Second Navy Jack and the ""Stars and Bars"" First National Flag.",no
Mog Moogle,Drugs,Tobacco,"Tobacco and tobaccina. If you've ever wondered why a cigar described as, ""leather and black pepper with earthy notes"" would be appealing to anyone, I can tell you. I have a collection of over twenty pipes, both briar and meerschaum. I smoke mostly aromatic pipe tobacco, but delve into English every now and then.",no
Mog Moogle,Society,Politics,"I usually make it a point not to talk about religion and politics, but I would do if you need the PoV of someone who grew up Pentecostal and discovered he was attracted to men. Though I tend to lean more Libertarian, (small government, big individual responsibility,) I am Conservative in political views. Since that's seemingly a rarity among the LGBTG crowd, I'd be happy to explain why I have those beliefs under the condition that it stays as civil as possible, and I'll do my best to do the same. ^.^",no
Kris Carver,Hobbies,Skiing,"I've been skiing for over 20 years now. I know pretty much everything there is to know about the sport, from types of skis, boots, clothing, and gear (along with the history of each), common slang, safety on the mountain, backcountry and avalanche conditions, snowfall and snow conditions, season weather patterns, melt processes, fitness in skiing, typical resort layout and structure, history of different types of lifts, ski regions of the world, and more subjects that I'm forgetting. I know a bit about the downhill and freestyle aspects of competition, but since I don't compete in them my knowledge is limited, as observing can only teach a certain amount.",no
Kris Carver,Drugs,Tobacco,"I smoke shisha every day, and can tell you almost everything about shisha tobacco and hookahs.",no
FallenKitten,Work and Employment,Academia; Laboratories,I've worked over ten years in University labs. I know how good labs operate and how bad labs operate. I generally grok the tenure system (In the US) and how the grad student the post docs generally get screwed (I am glad to be neither anymore). Most of that time I've been involved with small animal research and I'm a fairly good mouse surgeon. Good bad or Ugly if its Academic research I've seen most of it.,no
FallenKitten,Biology,Misc.,In general my knowledge is very specialized involving tiny blood vessels but I know a smattering of other fields. I can't watch CSI without brain damage.,no
FallenKitten,Nationalities,The Netherlands,"I lived three years in the Netherlands. The very south, not Amsterdam.",no
FallenKitten,Locations,Boston,I've lived in Boston in the student ghetto.,no
FallenKitten,Locations,San Francisco,I live in the San Francisco bay area as a second class citizen who is not part of the tech industry. (Not bitter at all),no
FallenKitten,Animals,Cougars,"everybody here has an animal that we know about more than is healthy, Cougars are my favs.",no
FallenKitten,Genres,Transformation,I've written a lot of transformation scenes and stories. I'm quite good at them.,no
Camio,Media,Critical Theory; Pop Culture; Music,"I completed a BA in Gender and Sexuality in Japanese Arts with a thesis on shounen-ai manga and a double minor in Japanese and Film Studies. I also have a MA in Gender Studies from an institution focused on the study of Africa, Asia, and the Middle East with a dissertation on boys-love manga. I have presented papers on queer theory and yaoi, queer theory and political science in No. 6 (publication in the works), and gender performativity and drag. (For an example of the impact on my studies on my writing read my story ""Moral Folly"" in FANG 6) I have read a lot of post-structualist, materialist, and post colonial theory, a smattering of psychoanalysis, conflict theory, and legal theory. Additionally, I have studied pop music and culture, East Asian music and culture, I performed taiko in university and participated in a Balinese dedication ceremony for my school's gamelan. I have extensive experience in studying globalization and transnational human rights politics (primarily feminism and gay rights). Additionally, I have a background in the history of sexuality, both Foucault, western developments, and eastern developments (and why gay rights ""lags"" behind in eastern cultures). ",no
Camio,Education,University; Study Abroad,"I attended a small private four-year undergraduate college in America. I served on committees and as elected positions in some clubs, including as treasurer for the second or third most funded (and most corrupt) club. One committee I served on was an independent advisory committee to the president on sexual assault and harassment on campus. I also did a lot of work in multicultural affairs. I spent four months studying at a university in Japan, halfway between Kyoto and Osaka. I spent 10 months at graduate school in London at one of the most leftist leaning schools (we had school holidays for protest marches). Coursemates came from all over the world including several prominent countries in current events and I studied with some of the premier scholars of the Middle East as well as activists.",no
Camio,Education,Japan,"I have spent five years of formal academic study on Japan and Japanese culture, primarily focused on contemporary and popular culture. Sion Sono for best director and Ryu Murakami for best writer.",no
Camio,Mental Health,Depression,Like many others on here I was diagnosed with depression. I was on anti-depressants for a few years and saw a therapist in cognitive behavior therapy.,no
Camio,Music,Performance; Research,"Music has always been a passion of mine. Before college I played piano, saxophone, and percussion. In college I did taiko, gamelan, percussion, and guitar. Looking for a piano and saw to continue (yes, saw, I want to learn the singing saw for reasons). I actively research popular music, mostly on the independent neo-cabaret movements and gender in popular music.",no
